cod_contrato,nombre_contrato,monto,contenido,condiciones_contrato,id_contrato,fecha_contrato,id_version,id_solicitud
880,Contrato de Arrendamiento,18213.6,El objetivo principal es regular contrato de arrendamiento bajo las condiciones acordadas.,Confidencialidad y no divulgación de información. Revisión trimestral de cumplimiento de KPI.,880,2020-05-28,31,SOL-1090
881,Contrato de Arrendamiento,18468.07,Las partes acuerdan ejecutar contrato de arrendamiento según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Rescisión con preaviso de 60 días.,881,2022-01-18,30,SOL-4002
882,Contrato de Arrendamiento,67099.0,Este contrato establece los términos para contrato de arrendamiento.,Penalización del 5% por retrasos en la entrega. Rescisión con preaviso de 60 días.,882,2020-06-20,47,SOL-3136
883,Contrato de Mantenimiento,61745.18,Se definen las obligaciones relativas a contrato de mantenimiento y su cronograma.,Confidencialidad y no divulgación de información. Garantía de 12 meses para el servicio prestado.,883,2021-03-26,3,SOL-1612
884,Acuerdo de Servicio,54989.25,El objetivo principal es regular acuerdo de servicio bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,884,2023-12-13,34,SOL-4307
885,Contrato de Distribución,8101.92,Este contrato establece los términos para contrato de distribución.,Revisión trimestral de cumplimiento de KPI. Rescisión con preaviso de 60 días.,885,2021-04-23,29,SOL-8933
886,Contrato de Distribución,75235.8,Este contrato establece los términos para contrato de distribución.,Penalización del 5% por retrasos en la entrega. Rescisión con preaviso de 60 días.,886,2023-08-15,23,SOL-4624
887,Contrato de Compra-Venta,24687.74,Este contrato establece los términos para contrato de compra-venta.,Penalización del 5% por retrasos en la entrega. Confidencialidad y no divulgación de información.,887,2020-08-12,34,SOL-1327
888,Contrato de Desarrollo,73488.26,El objetivo principal es regular contrato de desarrollo bajo las condiciones acordadas.,Actualización de precios anual previa negociación. Garantía de 12 meses para el servicio prestado.,888,2023-02-25,44,SOL-3585
889,Acuerdo de Servicio,55969.64,El objetivo principal es regular acuerdo de servicio bajo las condiciones acordadas.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,889,2025-02-02,23,SOL-7467
890,Contrato de Distribución,72073.45,Este contrato establece los términos para contrato de distribución.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,890,2020-02-20,50,SOL-5431
891,Convenio de Licencia,40485.6,Este contrato establece los términos para convenio de licencia.,Penalización del 5% por retrasos en la entrega. Confidencialidad y no divulgación de información.,891,2020-11-25,30,SOL-7058
892,Contrato de Arrendamiento,1886.63,Este contrato establece los términos para contrato de arrendamiento.,Rescisión con preaviso de 60 días. Garantía de 12 meses para el servicio prestado.,892,2023-03-31,11,SOL-2598
893,Contrato de Arrendamiento,87286.43,Se definen las obligaciones relativas a contrato de arrendamiento y su cronograma.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,893,2020-07-02,6,SOL-8982
894,Contrato de Desarrollo,73481.21,Este contrato establece los términos para contrato de desarrollo.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,894,2024-03-19,39,SOL-4513
895,Contrato de Desarrollo,74151.61,Se describen las responsabilidades mutuas en torno a contrato de desarrollo.,Confidencialidad y no divulgación de información. Revisión trimestral de cumplimiento de KPI.,895,2021-06-14,27,SOL-2544
896,Contrato de Soporte,61271.51,Este contrato establece los términos para contrato de soporte.,Actualización de precios anual previa negociación. Penalización del 5% por retrasos en la entrega.,896,2020-12-18,29,SOL-9859
897,Convenio de Licencia,72948.54,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Actualización de precios anual previa negociación. Revisión trimestral de cumplimiento de KPI.,897,2023-01-08,7,SOL-2469
898,Contrato de Distribución,48454.11,Se definen las obligaciones relativas a contrato de distribución y su cronograma.,Confidencialidad y no divulgación de información. Revisión trimestral de cumplimiento de KPI.,898,2025-03-31,15,SOL-2354
899,Contrato de Distribución,32358.39,Se definen las obligaciones relativas a contrato de distribución y su cronograma.,Rescisión con preaviso de 60 días. Garantía de 12 meses para el servicio prestado.,899,2022-09-03,12,SOL-6973
900,Contrato de Arrendamiento,81210.92,Se definen las obligaciones relativas a contrato de arrendamiento y su cronograma.,Confidencialidad y no divulgación de información. Garantía de 12 meses para el servicio prestado.,900,2021-05-04,28,SOL-9444
901,Acuerdo de Servicio,50294.95,Este contrato establece los términos para acuerdo de servicio.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,901,2021-10-06,39,SOL-4421
902,Contrato de Soporte,18311.59,Las partes acuerdan ejecutar contrato de soporte según lo pactado.,Garantía de 12 meses para el servicio prestado. Actualización de precios anual previa negociación.,902,2022-08-25,29,SOL-9559
903,Contrato de Mantenimiento,89236.2,Se describen las responsabilidades mutuas en torno a contrato de mantenimiento.,Garantía de 12 meses para el servicio prestado. Revisión trimestral de cumplimiento de KPI.,903,2023-08-15,25,SOL-4881
904,Contrato de Mantenimiento,76765.27,Se describen las responsabilidades mutuas en torno a contrato de mantenimiento.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,904,2021-05-25,16,SOL-1368
905,Contrato de Soporte,90408.8,Se describen las responsabilidades mutuas en torno a contrato de soporte.,Actualización de precios anual previa negociación. Penalización del 5% por retrasos en la entrega.,905,2024-06-07,23,SOL-8465
906,Contrato de Arrendamiento,14722.42,Se definen las obligaciones relativas a contrato de arrendamiento y su cronograma.,Penalización del 5% por retrasos en la entrega. Pago dentro de 30 días tras la recepción de la factura.,906,2024-06-30,44,SOL-4137
907,Contrato de Desarrollo,58180.43,Se describen las responsabilidades mutuas en torno a contrato de desarrollo.,Actualización de precios anual previa negociación. Penalización del 5% por retrasos en la entrega.,907,2020-04-15,2,SOL-5744
908,Acuerdo de Servicio,64235.25,Este contrato establece los términos para acuerdo de servicio.,Confidencialidad y no divulgación de información. Penalización del 5% por retrasos en la entrega.,908,2023-12-31,35,SOL-3019
909,Convenio de Licencia,30685.66,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Garantía de 12 meses para el servicio prestado. Actualización de precios anual previa negociación.,909,2022-07-01,50,SOL-6041
910,Acuerdo de Servicio,41024.71,Las partes acuerdan ejecutar acuerdo de servicio según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,910,2021-06-29,4,SOL-5441
911,Contrato de Desarrollo,61611.94,Las partes acuerdan ejecutar contrato de desarrollo según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,911,2024-07-28,28,SOL-5081
912,Contrato de Consultoría,34023.54,Este contrato establece los términos para contrato de consultoría.,Penalización del 5% por retrasos en la entrega. Rescisión con preaviso de 60 días.,912,2020-03-23,46,SOL-4917
913,Convenio de Licencia,69250.34,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,913,2020-01-22,26,SOL-5277
914,Contrato de Soporte,9898.69,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Actualización de precios anual previa negociación.,914,2024-10-10,12,SOL-6733
915,Contrato de Consultoría,97957.72,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,915,2023-11-10,30,SOL-1826
916,Contrato de Compra-Venta,73687.26,Este contrato establece los términos para contrato de compra-venta.,Rescisión con preaviso de 60 días. Actualización de precios anual previa negociación.,916,2023-08-04,38,SOL-2180
917,Convenio de Licencia,82418.34,Este contrato establece los términos para convenio de licencia.,Rescisión con preaviso de 60 días. Revisión trimestral de cumplimiento de KPI.,917,2021-02-03,38,SOL-5009
918,Contrato de Compra-Venta,73202.11,Se describen las responsabilidades mutuas en torno a contrato de compra-venta.,Revisión trimestral de cumplimiento de KPI. Actualización de precios anual previa negociación.,918,2024-04-01,26,SOL-7944
919,Contrato de Soporte,96454.1,Se describen las responsabilidades mutuas en torno a contrato de soporte.,Pago dentro de 30 días tras la recepción de la factura. Confidencialidad y no divulgación de información.,919,2023-07-24,39,SOL-7509
920,Contrato de Soporte,20457.88,Se describen las responsabilidades mutuas en torno a contrato de soporte.,Garantía de 12 meses para el servicio prestado. Revisión trimestral de cumplimiento de KPI.,920,2024-02-09,7,SOL-1164
921,Contrato de Arrendamiento,46086.09,Se describen las responsabilidades mutuas en torno a contrato de arrendamiento.,Garantía de 12 meses para el servicio prestado. Actualización de precios anual previa negociación.,921,2020-06-17,22,SOL-8832
922,Contrato de Consultoría,38104.86,Este contrato establece los términos para contrato de consultoría.,Rescisión con preaviso de 60 días. Revisión trimestral de cumplimiento de KPI.,922,2022-04-15,45,SOL-9093
923,Contrato de Consultoría,70773.18,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Pago dentro de 30 días tras la recepción de la factura. Penalización del 5% por retrasos en la entrega.,923,2023-10-11,36,SOL-8351
924,Contrato de Mantenimiento,78597.94,Las partes acuerdan ejecutar contrato de mantenimiento según lo pactado.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,924,2024-11-27,44,SOL-1105
925,Contrato de Soporte,93249.55,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,925,2022-10-23,4,SOL-3214
926,Contrato de Consultoría,1159.8,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Revisión trimestral de cumplimiento de KPI. Penalización del 5% por retrasos en la entrega.,926,2023-06-03,43,SOL-6555
927,Convenio de Licencia,85894.58,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,927,2020-02-09,33,SOL-5906
928,Contrato de Consultoría,47499.83,Las partes acuerdan ejecutar contrato de consultoría según lo pactado.,Rescisión con preaviso de 60 días. Garantía de 12 meses para el servicio prestado.,928,2025-04-29,50,SOL-3482
929,Acuerdo de Servicio,56758.21,Se definen las obligaciones relativas a acuerdo de servicio y su cronograma.,Rescisión con preaviso de 60 días. Revisión trimestral de cumplimiento de KPI.,929,2024-01-31,27,SOL-8013
930,Contrato de Mantenimiento,82754.53,Este contrato establece los términos para contrato de mantenimiento.,Rescisión con preaviso de 60 días. Actualización de precios anual previa negociación.,930,2024-06-25,24,SOL-8830
931,Contrato de Distribución,90763.04,Este contrato establece los términos para contrato de distribución.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,931,2022-10-16,31,SOL-8632
932,Acuerdo de Servicio,46220.42,Este contrato establece los términos para acuerdo de servicio.,Rescisión con preaviso de 60 días. Confidencialidad y no divulgación de información.,932,2020-03-13,4,SOL-1684
933,Contrato de Suministro,87130.37,Este contrato establece los términos para contrato de suministro.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,933,2020-09-28,25,SOL-4922
